P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5),P(topic 6),P(topic 7),P(topic 8),P(topic 9),P(topic 10)
0.006496863921042002,0.006496882329667538,0.006496868277182457,0.006496863639898399,0.0064968647879111606,0.006496867506549478,0.9415282063696103,0.006496868048923092,0.006496862851741461,0.006496852267474073
0.007832757095403863,0.007832824271941362,0.007832759294885635,0.007832754857053854,0.007832761482990298,0.007832758455932688,0.9295051125852362,0.007832753764658442,0.007832753594197385,0.007832764597700397
0.005727259302899754,0.005727287914817277,0.0057272604643698296,0.005727261401238082,0.005727260025265585,0.0057272599079220355,0.9484546401086854,0.005727262198157526,0.005727254105992202,0.005727254570652211
0.006214338409247195,0.006214334594359718,0.006214327649313682,0.006214337110300551,0.006214344496218873,0.006214336163031339,0.9440709667668329,0.006214336802062134,0.006214343236092507,0.006214334772541248
0.00530353093943319,0.005303534232723437,0.005303541803434486,0.005303545099766589,0.005303532114317212,0.005303539999084501,0.9522681422321037,0.005303547020632039,0.005303540823327568,0.00530354573517725
0.006818278754805818,0.006818324089729524,0.006818265447951974,0.006818291720610275,0.006818284437036776,0.006818258177728726,0.9386354829371869,0.006818260788559615,0.006818281628309131,0.006818272018081373
0.005975562901838469,0.0059755664698686916,0.005975567587020499,0.005975550928786854,0.005975572300161689,0.00597556370599308,0.9462199155805716,0.005975564349642602,0.005975571649409103,0.005975564526707307
0.005821365169732052,0.005821364753544568,0.005821365902155815,0.005821358163628735,0.0058213614842672875,0.005821361226689136,0.9476077477174161,0.005821367184171734,0.005821353059320251,0.005821355339074401
0.00584521823490009,0.005845236037111127,0.005845206173460031,0.005845210758129827,0.005845188175075031,0.0058452040883368245,0.9473931106866119,0.005845205498330298,0.005845199127741709,0.005845221220303242
0.005404854789290485,0.005404836686138256,0.005404839320251681,0.005404864123536757,0.005404848735745109,0.005404847821234614,0.9513563794859916,0.005404843320135944,0.005404844945730153,0.0054048407719451755
0.005026377035883532,0.005026386264060919,0.005026398556613485,0.005026384563898891,0.0050263848510458415,0.005026384770785657,0.9547625303733149,0.0050263874390498965,0.005026379083452821,0.005026387061894006
0.006723434045807516,0.00672348266654537,0.006723428272476277,0.006723437899030763,0.006723434497733212,0.006723441482021323,0.939489041502353,0.00672343831791496,0.006723425615869856,0.006723435700247743
0.005802844446614181,0.005802859477041591,0.005802851411338792,0.00580285597166828,0.005802847956892626,0.005802849623146628,0.9477743640624038,0.005802848945187257,0.005802835006536878,0.005802843099170081
0.008206682164325137,0.008206658021746393,0.008206674524740101,0.008206702595130056,0.008206706850791196,0.008206686306745092,0.926139898940117,0.008206643456486376,0.00820666072954372,0.008206686410374921
0.006696153922245038,0.006696159530383154,0.006696176182415657,0.00669614782978901,0.0066961637205475094,0.006696153733101871,0.9397345993364092,0.006696143987681935,0.0066961490230228035,0.0066961527344038185
0.006518066197034049,0.0065180507714540795,0.006518080131640174,0.0065180637082961875,0.006518086852133414,0.006518058809051879,0.9413373896731451,0.006518067611430258,0.006518062875692089,0.006518073370122728
0.005478645245422205,0.0054786261751819535,0.005478659875710907,0.005478635853139445,0.005478646309454068,0.005478631073411613,0.9506922414881424,0.005478634592969718,0.00547863885701796,0.005478640529549608
0.005841936930253605,0.0058419468656034385,0.005841943456715501,0.005841961282414814,0.0058419513345834995,0.005841946427047885,0.9474224678623431,0.005841955208361919,0.005841944359306549,0.005841946273369699
0.006132874396798788,0.006132881147621899,0.00613288473729382,0.006132868912267788,0.0061328807241746094,0.006132878176069514,0.9448040994628399,0.006132884033886129,0.006132876662614002,0.006132871746433531
0.006244726169270357,0.006244735987196048,0.006244727538774249,0.006244725253359056,0.006244730225071903,0.006244736643894188,0.9437974211560695,0.006244732449819398,0.006244740615365691,0.006244723961179516
0.005614711711289296,0.005614697947957754,0.005614710655666603,0.005614698960532246,0.0056147261588242224,0.00561471097580056,0.949467579230041,0.00561471569648112,0.005614727823636157,0.0056147208397713195
0.00484943286998405,0.004849439063299427,0.00484943003035175,0.004849435092027623,0.004849430780706854,0.004849429938707913,0.9563551170638825,0.0048494309633244775,0.004849427914010773,0.0048494262837043695
0.008066551525238082,0.008066570896970812,0.008066559468556092,0.008066542498499299,0.008066548997430749,0.008066563768912821,0.927400985956145,0.00806655029765204,0.008066567643350609,0.008066558947244376
0.005883474152178644,0.005883477943039409,0.00588348009143238,0.005883480089692356,0.005883481123888246,0.005883476199430043,0.9470486853748505,0.005883483592765272,0.0058834821996522416,0.005883479233071069
0.006630418677160448,0.006630429970926476,0.006630434694438047,0.006630403751629316,0.00663040643383327,0.0066304081835663,0.9403262486849536,0.006630414257902216,0.006630409943370712,0.006630425402219566
0.005821119648335317,0.0058211175673250105,0.005821122145282485,0.005821124047407506,0.00582112927840016,0.005821114048084955,0.947609903997992,0.005821127668265602,0.005821125036421767,0.0058211165624850805
0.006160418013165643,0.006160417610204463,0.006160411838743992,0.006160406690001044,0.006160425416035039,0.006160416607911088,0.9445562407372846,0.006160418417506524,0.006160429931612929,0.006160414737534662
0.006308946751013955,0.006308927483920204,0.006308949130640069,0.006308936831841032,0.006308934105281174,0.006308938764251859,0.943219592198342,0.006308917728514571,0.006308926181293073,0.006308930824902189
0.005668579834069348,0.00566859245938665,0.00566857872002741,0.005668580096437633,0.005668597541291645,0.0056685682161318725,0.9489827598747363,0.005668588232546104,0.005668576409441339,0.005668578615931487
0.005631367423667367,0.005631384090061229,0.005631369793370229,0.005631376391861625,0.005631373612841657,0.005631371267142978,0.9493176326835993,0.005631374898010933,0.0056313740956584635,0.0056313757437862575
0.005838890401768589,0.005838884888146784,0.005838899780253423,0.005838895051278761,0.005838888626936027,0.0058388985707310565,0.9474499456984447,0.005838913760599238,0.005838890111407219,0.005838893110434108
0.008138435449323389,0.008138453923773612,0.008138430066090808,0.008138431090990383,0.008138443820151928,0.008138455012033998,0.9267540385644506,0.008138439516572013,0.00813843641146062,0.00813843614515276
0.0054434166826663015,0.005443423871274957,0.005443424890211913,0.005443427336335041,0.005443419349565771,0.005443422755882921,0.9510091986552419,0.005443422772541617,0.005443419734297341,0.005443423951982325
0.006743128262394451,0.006743145387643621,0.0067431383851821345,0.006743130002484013,0.006743123683311449,0.006743100728598217,0.9393118705929817,0.006743139847610313,0.0067431187206302735,0.006743104389163816
0.026852655589421678,0.026852676008850173,0.026852678051913277,0.0268526950095515,0.02685297539209469,0.02685268391406037,0.75832559324494,0.02685268740266532,0.026852657066702014,0.026852698319800868
0.006682550657371441,0.006682648971150357,0.006682553314438354,0.006682545895187548,0.006682545355646962,0.00668255047063547,0.9398569572650921,0.006682554084805019,0.006682543991038319,0.0066825499946345165
0.017512873522697578,0.017512872116484994,0.017512875455220813,0.017513017183170682,0.017513068361128266,0.017512903202767414,0.3094092128592438,0.01751294520249738,0.5504872659593083,0.01751296613748076
0.008987328940707206,0.00898733372494007,0.008987314411064307,0.008987291006757199,0.008987300826457184,0.008987341880315483,0.9191141891746264,0.008987321529412918,0.008987288660417236,0.008987289845302032
0.007282875899262195,0.007282892226079163,0.007282869635752952,0.007282871992158711,0.007282876422879089,0.007282879281419793,0.9344540878177278,0.00728287047902765,0.007282888384499518,0.007282887861193159
0.00816787672249994,0.008167881549078944,0.008167867638424172,0.008167865502112327,0.00816786770030936,0.008167900550492468,0.9264891122261895,0.00816787234953187,0.008167871916812026,0.008167883844549353
0.005613493170385104,0.005613481318489348,0.005613479708301394,0.005613482357784371,0.00561348096753546,0.005613489268264,0.9494786407582293,0.005613486637153722,0.005613486381969139,0.005613479431888309
0.006290025969710367,0.006290030007839866,0.0062900404966747874,0.006290026709485895,0.006290020801333743,0.00629002926872818,0.9433897468160941,0.006290040127272516,0.006290025164611611,0.006290014638248878
0.005311338504561677,0.005311315224165699,0.005311345017843328,0.00531132393468351,0.005311325999576466,0.005311319256830578,0.9521980708768394,0.005311326315918924,0.005311315892619355,0.005311318976961337
0.006795193048338551,0.006795206529337601,0.00679523034383322,0.006795190979676854,0.006795203211887964,0.006795196149245069,0.9388431986699827,0.006795201255097831,0.006795192314414553,0.006795187498185668
0.007489146424909076,0.007489138445205434,0.007489169087729093,0.007489156675715123,0.007489165395212155,0.00748915120512574,0.932597631164139,0.007489140119537542,0.007489161342091178,0.007489140140335661
0.005810214487767048,0.005810209370796182,0.005810210677424229,0.005810208711408686,0.005810211560288232,0.005810215297038839,0.9477081193445115,0.005810215960785169,0.005810190180268114,0.005810204409712158
0.00681699997481193,0.006816986785884285,0.006816999636445582,0.006816990086139198,0.006816993367571761,0.006816998911891486,0.938647065991812,0.0068169888420242354,0.006816990178580163,0.006816986224839398
0.005663535506687721,0.0056635320138157,0.005663532180937645,0.005663535412381912,0.005663538777156199,0.005663530759070866,0.949028193037712,0.005663535161799576,0.005663537015821478,0.005663530134616961
0.007171542099499647,0.0071715300035557275,0.007171551474220717,0.007171555233350369,0.0071715187030992516,0.007171530262916193,0.9354561480836203,0.007171545320479582,0.007171539847828442,0.00717153897142976
0.006154000441903543,0.006153997205514696,0.006154009398611472,0.006154004314257446,0.0061540168700396445,0.006154013047332955,0.9446139494577567,0.006153997603080406,0.006154010674724505,0.006154000986778776
0.0065965581939743615,0.006596591297125855,0.006596571419016874,0.00659655796396963,0.006596546603970528,0.006596552463798325,0.9406309558650303,0.00659655796626184,0.006596564009419034,0.006596544217433329
0.006346607999954211,0.006346699246827982,0.006346622150052433,0.006346618670793285,0.0063466131519697416,0.006346610280586052,0.9428803977147142,0.006346613557995961,0.00634660446307569,0.006346612764030336
0.00535808373177677,0.005358074307659698,0.00535811312775159,0.005358080605434316,0.005358092818143657,0.005358079009192882,0.9517771982106282,0.0053580845296667436,0.005358097448746867,0.005358096210999374
0.0064822745004216534,0.006482254184060328,0.006482256011033841,0.006482277457521432,0.006482261027227963,0.006482280330918704,0.9416596126634051,0.006482262940027684,0.006482255929978821,0.006482264955404532
0.007223022964865645,0.0072230208128293664,0.007223050368812366,0.007223030479902931,0.007223039731026283,0.0072230265132606445,0.9349927130777328,0.007223032268678334,0.007223037851496143,0.007223025931395372
0.005427301531244562,0.00542730957579898,0.005427303255224331,0.005427306473932892,0.005427310972467952,0.005427296129181539,0.9511542290631486,0.005427318560579605,0.0054273140979707235,0.005427310340450737
0.005866953787041917,0.005866947439218156,0.005866957757883066,0.0058669562224869,0.005866955586770652,0.0058669512591865945,0.9471974145022773,0.0058669524675115745,0.005866956366570915,0.005866954611052653
0.006233734881437675,0.006233744504166897,0.006233738608495132,0.006233738090751135,0.0062337330238967925,0.006233733689618231,0.9438963441755831,0.006233746677116696,0.0062337449424401245,0.006233741406494226
0.006300595273389831,0.006300616740685485,0.006300610129221017,0.006300609216888911,0.006300602017068811,0.006300612959098523,0.9432945141824179,0.006300616570300987,0.00630060838089356,0.006300614530035036
0.005156040524786362,0.005156041561349232,0.005156038046799569,0.005156038348525873,0.005156040065130258,0.005156039504307645,0.953595641147153,0.005156041389476444,0.005156037993683227,0.0051560414187885135
0.007510953472895843,0.007510962319589264,0.007510955276353603,0.007510958681074565,0.007510957099144974,0.007510953123495423,0.9324013974835337,0.007510953375615956,0.0075109525960415,0.00751095657225516
0.007760855476480637,0.007760854791829405,0.007760855124236593,0.007760842371506538,0.007760852302237374,0.007760847273999673,0.930152332169348,0.0077608493244475454,0.0077608553770749334,0.007760855788839398
0.0067834785092348296,0.006783497536933206,0.006783492367572883,0.006783478138711732,0.006783489619035422,0.006783496051807386,0.9389485957382386,0.006783479596139697,0.006783484342792151,0.006783508099533972
0.006034731476201822,0.9456808298832753,0.006034742886013387,0.006034729393486514,0.0060347456742045145,0.0060347651679997436,0.006041279713096248,0.006034738944836812,0.006034711774580188,0.006034725086305558
0.005558121091086139,0.005558121750050504,0.005558117147489891,0.005558126483782736,0.005558120439432064,0.005558121775761699,0.9499769087659324,0.005558128442873502,0.00555811913251793,0.005558114971072961
0.006570777455698844,0.006570783791001805,0.0065707886328657825,0.006570806858987118,0.006570784610508515,0.006570790014691898,0.9408629141272165,0.006570782465288782,0.006570784676843915,0.006570787366896924
0.005891612192361628,0.005891615684887722,0.005891616166756487,0.005891621146109643,0.005891615046673968,0.0058916119340772285,0.9469754787432089,0.0058916060879190095,0.005891614875366636,0.005891608122638841
0.005961508013659177,0.005961501580432534,0.005961523240664554,0.005961508162164837,0.005961517795955014,0.0059615086272190925,0.9463463865443958,0.005961521201140455,0.005961512772950231,0.005961512061418205
0.007952191508496414,0.007952190762213651,0.007952182787960779,0.00795218245872332,0.007952182899755716,0.00795217993954706,0.9284303377626745,0.007952181463415578,0.007952183520924545,0.007952186896288384
0.009467730302979442,0.00946773351632625,0.009467733862546106,0.009467732290142323,0.00946773005606768,0.009467730466419022,0.9147904143298415,0.009467731505234049,0.00946773175869881,0.00946773191174481
0.007338225776949612,0.00733821539920091,0.0073382528001343745,0.00733822417385526,0.007338227116006706,0.007338228513040694,0.9339559639246141,0.007338234152869639,0.007338221927261192,0.00733820621606746
0.005989005465320012,0.005989030294165048,0.0059890086359083465,0.005989008689482866,0.005989000366619386,0.00598900606955251,0.9460989224559802,0.005989005847031635,0.005989005477327181,0.005989006698612737
0.00945089766686252,0.009450959681141317,0.009450894421415341,0.009450938406561533,0.009450898871949134,0.009450874120608065,0.9149418412161737,0.009450931534366212,0.009450879167438801,0.009450884913483238
0.007631737242723168,0.007631738033600078,0.007631736560547014,0.007631758187447709,0.007631734305526369,0.007631743612229296,0.931314332157711,0.007631742061669604,0.007631750729895133,0.007631727108650759
0.00638402363357562,0.006384021667185619,0.006384035131501469,0.006384024243322877,0.006384021859329034,0.006384032656545977,0.9425437633697573,0.006384026947569981,0.006384031158738707,0.0063840193324733495
0.006751545070722055,0.006751536429752047,0.0067515495787576225,0.00675153734455584,0.00675154170731956,0.006751539243953918,0.9392361246233191,0.006751537222465283,0.006751542386391086,0.006751546392763474
0.006097435504374457,0.0060974357215754175,0.006097434773049464,0.006097433831610738,0.006097446817348917,0.006097440127506932,0.9451230531830546,0.00609744317490189,0.006097437639952199,0.006097439226625684
0.009162059767973975,0.009162065706858518,0.009162064590429167,0.009162060159612418,0.009162057200591359,0.00916206638091228,0.9175414224192928,0.009162065279159358,0.009162067163305454,0.009162071331864832
0.00998549068605709,0.0099854995412352,0.00998548534730081,0.00998547753465893,0.009985477451355135,0.009985495853493728,0.9101306353258031,0.009985476095086213,0.009985473637252568,0.009985488527757231
